Image_Folder,Type,Type_encoded
samples/train_images/42.92073832769466_-71.18823818146288.png,Negative,3
samples/train_images/38.45119669227239_-122.76639051570024.png,Negative,3
samples/train_images/47.5665677032528_-122.9825573991769.png,Negative,3
samples/train_images/44.846687252822406_-93.03117991983515.png,Negative,3
samples/train_images/44.97713773591539_-113.33891894891444.png,Negative,3
samples/train_images/46.574201041647655_-120.430430331572.png,Negative,3
samples/train_images/44.22406668761291_-96.52285137760558.png,Negative,3
samples/train_images/33.81926206088654_-110.63588894367923.png,Negative,3
samples/train_images/35.48497299649284_-119.6860399648259.png,Negative,3
samples/train_images/48.56265293964295_-121.13887864586728.png,Negative,3
samples/train_images/41.51238118767915_-119.61635506773608.png,Negative,3
samples/train_images/45.20481764104692_-113.2471830879415.png,Negative,3
samples/train_images/44.92298940282996_-89.65460671603323.png,Negative,3
samples/train_images/38.0912402245079_-88.9292883836631.png,Negative,3
samples/train_images/48.14528841558536_-121.37342962794966.png,Negative,3
samples/train_images/39.815795729672566_-122.34159736350436.png,Negative,3
samples/train_images/37.70696121694145_-120.42810987007468.png,Negative,3
samples/train_images/27.719676298363424_-97.4052432737362.png,Negative,3
samples/train_images/48.74300154279401_-108.25289405762506.png,Negative,3
samples/train_images/33.226181556534655_-79.72350094938335.png,Negative,3
samples/train_images/33.986634507494685_-85.07969856278488.png,Negative,3
samples/train_images/42.73804958517876_-88.79009617448224.png,Negative,3
samples/train_images/36.14996461339106_-99.23726955896304.png,Negative,3
samples/train_images/37.56601779812239_-101.18230248851496.png,Negative,3
samples/train_images/38.08968484378505_-77.7829858386689.png,Negative,3
samples/train_images/43.3369304489236_-73.96454359096323.png,Negative,3
samples/train_images/37.06622125267705_-111.2141758649404.png,Negative,3
samples/train_images/31.20443768198406_-85.66747557993457.png,Negative,3
samples/train_images/36.02959097257013_-75.64678728237652.png,Negative,3
samples/train_images/38.00992659059523_-121.86889708614936.png,Negative,3
samples/train_images/41.40326877452658_-81.62210588912032.png,Negative,3
samples/train_images/34.04412756827877_-117.95027558418212.png,Negative,3
samples/train_images/40.52290004034519_-118.26064096331302.png,Negative,3
samples/train_images/43.96700551834447_-109.19494196716782.png,Negative,3
samples/train_images/38.23001186473115_-104.6552201599128.png,Negative,3
samples/train_images/29.995770525389275_-90.22129464535332.png,Negative,3
samples/train_images/43.10911024535213_-85.24159927053995.png,Negative,3
samples/train_images/29.696799690140065_-103.18976723139312.png,Negative,3
samples/train_images/38.509163164491945_-96.20386601120384.png,Negative,3
samples/train_images/41.23895456367069_-73.2934343142557.png,Negative,3
samples/train_images/40.40768598077923_-116.51688894303436.png,Negative,3
samples/train_images/44.90421269366816_-93.64489229663847.png,Negative,3
samples/train_images/43.61459921993036_-124.22025143657407.png,Negative,3
samples/train_images/35.59624687871637_-80.98127720412074.png,Negative,3
samples/train_images/42.04067095303536_-101.27684532935513.png,Negative,3
samples/train_images/34.77157893121388_-96.65962344538536.png,Negative,3
samples/train_images/37.16527025797448_-106.72025648125576.png,Negative,3
samples/train_images/36.03042405904916_-91.2720890539126.png,Negative,3
samples/train_images/45.142412468008494_-113.16739451814978.png,Negative,3
samples/train_images/47.54650025179336_-107.76390205912028.png,Negative,3
samples/train_images/32.25908075954182_-97.2718398054921.png,Negative,3
samples/train_images/42.471625791714885_-110.07157345708536.png,Negative,3
samples/train_images/40.803998561203_-102.00658562134744.png,Negative,3
samples/train_images/43.53843043320519_-85.77019597152304.png,Negative,3
samples/train_images/43.71695467451926_-74.30362555712492.png,Negative,3
samples/train_images/47.7279158163764_-115.4231723564306.png,Negative,3
samples/train_images/48.95449184618988_-121.26946973132917.png,Negative,3
samples/train_images/36.80299014367341_-119.93005188606313.png,Negative,3
samples/train_images/48.973706362087896_-111.64935060713556.png,Negative,3
samples/train_images/37.814026575778726_-122.35686647339156.png,Negative,3
samples/train_images/47.65595906585703_-122.68081001716862.png,Negative,3
samples/train_images/34.09164068790452_-117.8460505909476.png,Negative,3
samples/train_images/44.96841340314875_-113.1064529028677.png,Negative,3
samples/train_images/40.64637528528904_-96.91125692800556.png,Negative,3
samples/train_images/37.70255261162735_-88.57724707682681.png,Negative,3
samples/train_images/42.98296297175656_-91.77740226226382.png,Negative,3
samples/train_images/34.0888331565115_-94.29970815369452.png,Negative,3
samples/train_images/40.683612770754216_-86.0218575085647.png,Negative,3
samples/train_images/40.94149530629231_-74.65443800754878.png,Negative,3
samples/train_images/32.53372018749874_-86.16545898809565.png,Negative,3
samples/train_images/35.41407942768824_-101.13400226670916.png,Negative,3
samples/train_images/26.353693143767053_-81.3871050066608.png,Negative,3
samples/train_images/31.204611209188787_-96.3121159821946.png,Negative,3
samples/train_images/41.2155567638675_-86.42090346487258.png,Negative,3
samples/train_images/48.96426492636274_-108.48648821368788.png,Negative,3
samples/train_images/42.36789960608884_-70.97385501312905.png,Negative,3
samples/train_images/36.53743968736046_-79.3059110861922.png,Negative,3
samples/train_images/40.69689300581783_-74.85720649616164.png,Negative,3
samples/train_images/32.26746130546147_-100.14330814381518.png,Negative,3
samples/train_images/30.93179383692334_-84.08142774684356.png,Negative,3
samples/train_images/37.92969517001176_-75.26617764218322.png,Negative,3
samples/train_images/38.45127974661223_-98.24123133659792.png,Negative,3
samples/train_images/33.797045517038406_-98.75559320176282.png,Negative,3
samples/train_images/34.839446876964736_-85.34984728794555.png,Negative,3
samples/train_images/31.35343381604219_-91.72727719504644.png,Negative,3
samples/train_images/27.65520473915671_-80.3683368403475.png,Negative,3
samples/train_images/41.77933290604583_-73.8174789399547.png,Negative,3
samples/train_images/48.71153657182012_-122.73247764008696.png,Negative,3
samples/train_images/37.371649689512566_-121.83735270095627.png,Negative,3
samples/train_images/36.29889652040024_-100.13226636505904.png,Negative,3
samples/train_images/46.16857693783496_-114.52981630202407.png,Negative,3
samples/train_images/26.818204002609946_-81.10207873665576.png,Negative,3
samples/train_images/45.15539582688895_-93.14941102054443.png,Negative,3
samples/train_images/40.686025986517365_-87.51616856175036.png,Negative,3
samples/train_images/46.2344510520905_-113.53954541641625.png,Negative,3
samples/train_images/34.92594931155001_-77.98357534079985.png,Negative,3
samples/train_images/37.5201969673266_-75.57252371264272.png,Negative,3
samples/train_images/39.392200096034095_-74.38721664879462.png,Negative,3
samples/train_images/43.72817244932386_-124.2154032881411.png,Negative,3
samples/train_images/40.69141965216696_-107.5180637320268.png,Negative,3
samples/train_images/34.88170827029665_-114.0236259574109.png,Negative,3
samples/train_images/37.43432234547751_-122.15250983724232.png,Negative,3
samples/train_images/43.94337986441943_-100.94549819195252.png,Negative,3
samples/train_images/39.09876338168765_-88.53906295161767.png,Negative,3
samples/train_images/33.74579604343705_-118.01330250960612.png,Negative,3
samples/train_images/35.24624644217504_-77.28853833294201.png,Negative,3
samples/train_images/38.56471774063565_-106.07657229120588.png,Negative,3
samples/train_images/35.0281683463506_-117.23468418827257.png,Negative,3
samples/train_images/39.65289808771581_-122.05071696632744.png,Negative,3
samples/train_images/34.749079826134405_-85.59844413036762.png,Negative,3
samples/train_images/44.09979284761152_-121.78020696470696.png,Negative,3
samples/train_images/42.96696724001323_-109.00787694021452.png,Negative,3
samples/train_images/48.53336226319686_-123.00476812845096.png,Negative,3
samples/train_images/38.57640619488885_-90.24312827488502.png,Negative,3
samples/train_images/44.867718018586814_-92.14892384996202.png,Negative,3
samples/train_images/42.6891675759447_-105.10820574383186.png,Negative,3
samples/train_images/43.150297130859904_-105.62693771626034.png,Negative,3
samples/train_images/26.586575167178268_-81.56013277050698.png,Negative,3
samples/train_images/37.30558759935337_-109.45780252056323.png,Negative,3
samples/train_images/33.95666596769391_-119.964517255272.png,Negative,3
samples/train_images/27.55543836262949_-81.99475379888904.png,Negative,3
samples/train_images/39.43723341877052_-74.397233940392.png,Negative,3
samples/train_images/43.72845946286739_-74.30031369780883.png,Negative,3
samples/train_images/37.91377737049562_-122.3494461806378.png,Negative,3
samples/train_images/40.53696997146759_-80.41998558491024.png,Negative,3
samples/train_images/45.76840354284886_-100.0301122722844.png,Negative,3
samples/train_images/34.54856306478629_-96.28306860403384.png,Negative,3
samples/train_images/44.634_-121.128.png,Negative,3
samples/train_images/46.1704647980865_-121.45749299292711.png,Negative,3
samples/train_images/34.64352911692944_-77.1503645793945.png,Negative,3
samples/train_images/29.660394350893903_-98.7377823125248.png,Negative,3
samples/train_images/36.46985223061891_-86.9939278863397.png,Negative,3
samples/train_images/33.38066817024189_-84.27802395536568.png,Negative,3
samples/train_images/40.73213466629889_-112.2115292550684.png,Negative,3
samples/train_images/37.58852678393025_-119.50113091610076.png,Negative,3
samples/train_images/45.536198505432935_-114.14043297342312.png,Negative,3
samples/train_images/41.119901954038895_-119.66396421199272.png,Negative,3
samples/train_images/48.71312607651332_-101.8855725539947.png,Negative,3
samples/train_images/32.6183544419638_-92.21924732858103.png,Negative,3
samples/train_images/39.1141588262422_-97.68193503919387.png,Negative,3
samples/train_images/34.1430527430367_-118.5046092632522.png,Negative,3
samples/train_images/45.14644387990481_-113.39793880945788.png,Negative,3
samples/train_images/38.09876763668_-85.87044844119077.png,Negative,3
samples/train_images/41.63930783883324_-70.90765515899957.png,Negative,3
samples/train_images/29.07628011217595_-82.22467083266605.png,Negative,3
samples/train_images/42.24057377078717_-93.4278042512306.png,Negative,3
samples/train_images/42.548652759318415_-88.30450739854825.png,Negative,3
samples/train_images/37.23335017390008_-118.75859469781592.png,Negative,3
samples/train_images/41.94965848503597_-92.47530849820816.png,Negative,3
samples/train_images/41.289995689796825_-82.79961119867974.png,Negative,3
samples/train_images/40.91917110382573_-111.59018290589518.png,Negative,3
samples/train_images/43.67804848239498_-74.25643695674208.png,Negative,3
samples/train_images/47.562086857093846_-92.51462631544656.png,Negative,3
samples/train_images/44.15266969362733_-93.99599382763186.png,Negative,3
samples/train_images/42.39054782185445_-88.16049352086553.png,Negative,3
samples/train_images/41.216606866663305_-80.69422247174131.png,Negative,3
samples/train_images/43.78424290505664_-87.71783503826109.png,Negative,3
samples/train_images/36.47934528800162_-120.3107343141787.png,Negative,3
samples/train_images/44.06860490229592_-109.62181149966788.png,Negative,3
samples/train_images/30.4171185402139_-82.7481058497641.png,Negative,3
samples/train_images/42.80958589465689_-73.962425863681.png,Negative,3
samples/train_images/33.55586640782404_-84.75636261178965.png,Negative,3
samples/train_images/44.66384407810984_-74.15998552216439.png,Negative,3
samples/train_images/33.16423196665539_-96.61269571165352.png,Negative,3
samples/train_images/39.5086053613843_-76.82870490888484.png,Negative,3
samples/train_images/48.938915851643245_-112.39263525548203.png,Negative,3
samples/train_images/30.75991025574787_-84.8553027656188.png,Negative,3
samples/train_images/48.10664189541224_-120.55698678241068.png,Negative,3
samples/train_images/41.60317024033628_-115.73084432548072.png,Negative,3
samples/train_images/37.08253999741528_-105.90980250207636.png,Negative,3
samples/train_images/40.01840863858902_-90.21967806837412.png,Negative,3
samples/train_images/43.1098912153825_-87.89632692669889.png,Negative,3
samples/train_images/34.593055590808305_-116.13494052755576.png,Negative,3
samples/train_images/45.526949116191446_-96.6433088379084.png,Negative,3
samples/train_images/40.6497513006684_-73.41299747154048.png,Negative,3
samples/train_images/39.14676525256834_-84.61345202170452.png,Negative,3
samples/train_images/39.96611459148342_-75.27315539733159.png,Negative,3
samples/train_images/34.33792504012746_-101.26634962812813.png,Negative,3
samples/train_images/36.32004338007715_-87.95718393923916.png,Negative,3
samples/train_images/40.51718577789576_-82.14494659871326.png,Negative,3
samples/train_images/32.37063439087588_-97.55880791705069.png,Negative,3
samples/train_images/31.810130853461363_-96.9348110042987.png,Negative,3
samples/train_images/46.57945344010105_-98.1108312482935.png,Negative,3
samples/train_images/36.262950600427104_-83.96172323133791.png,Negative,3
samples/train_images/48.64330523984519_-105.07949673613912.png,Negative,3
samples/train_images/47.77675044503489_-110.96625587575764.png,Negative,3
samples/train_images/45.96584163123961_-123.9809004824624.png,Negative,3
samples/train_images/43.072428024074426_-112.36351553919022.png,Negative,3
samples/train_images/46.296335361992206_-105.99675741893678.png,Negative,3
samples/train_images/45.213095473379056_-113.1154702232662.png,Negative,3
samples/train_images/41.57055321447427_-83.51508332514344.png,Negative,3
samples/train_images/38.959049360803455_-88.02933160953144.png,Negative,3
samples/train_images/32.88768949632704_-94.96259261947804.png,Negative,3
samples/train_images/48.390030568154735_-124.66548066388155.png,Negative,3
samples/train_images/40.58341048830846_-117.36110591814791.png,Negative,3
samples/train_images/31.88799013782405_-93.16343440334133.png,Negative,3
samples/train_images/28.155984028830943_-82.76671035082994.png,Negative,3
samples/train_images/44.432951711104366_-83.38142592587212.png,Negative,3
samples/train_images/34.06729010949924_-90.99882958083492.png,Negative,3
samples/train_images/36.76100605264604_-100.00565704858325.png,Negative,3
samples/train_images/33.57147723833753_-89.70382862827523.png,Negative,3
samples/train_images/48.67522909204144_-102.07311875635816.png,Negative,3
samples/train_images/40.584524800452826_-73.902304714318.png,Negative,3
samples/train_images/29.44338996907203_-94.52597254561348.png,Negative,3
samples/train_images/29.94268327114111_-90.57275489056936.png,Negative,3
samples/train_images/43.51504599476725_-124.31167939668462.png,Negative,3
samples/train_images/33.18472172983636_-117.1534422584228.png,Negative,3
samples/train_images/30.23090656853668_-91.9940356682485.png,Negative,3
samples/train_images/46.94815875105012_-98.28976680556308.png,Negative,3
samples/train_images/43.40193853776076_-101.79585945040132.png,Negative,3
samples/train_images/32.79902868391637_-99.426200007208.png,Negative,3
samples/train_images/48.92447496753772_-112.19127939927728.png,Negative,3
samples/train_images/41.14986927395728_-112.7652663568295.png,Negative,3
samples/train_images/40.52853714756347_-80.85832006661866.png,Negative,3
samples/train_images/48.16525155610182_-101.98466965422683.png,Negative,3
samples/train_images/27.998789999038195_-96.86105841879248.png,Negative,3
samples/train_images/30.27618416697804_-94.79416641295384.png,Negative,3
samples/train_images/35.58022431154029_-102.50497066336072.png,Negative,3
samples/train_images/41.44897105168283_-96.46050858658086.png,Negative,3
samples/train_images/36.67555481657247_-82.97784611751243.png,Negative,3
samples/train_images/37.18244249528803_-76.37747427995305.png,Negative,3
samples/train_images/41.192523169450325_-72.79935656983758.png,Negative,3
samples/train_images/28.79536793790303_-81.38724664699063.png,Negative,3
samples/train_images/32.57420213035627_-107.48808911408938.png,Negative,3
samples/train_images/35.00730591793358_-77.91151124543237.png,Negative,3
samples/train_images/27.49472805418032_-81.72145015065419.png,Negative,3
samples/train_images/26.328999657787485_-81.66085087438356.png,Negative,3
samples/train_images/37.96180011214054_-75.89212975568563.png,Negative,3
samples/train_images/35.81185064813437_-100.36190670441776.png,Negative,3
samples/train_images/41.59016420210662_-95.78917303961812.png,Negative,3
samples/train_images/40.26915895037666_-105.0124200738338.png,Negative,3
samples/train_images/34.854517175930624_-118.36553931428296.png,Negative,3
samples/train_images/39.380480506159984_-117.97753423523076.png,Negative,3
samples/train_images/34.20215023166997_-77.95226061656616.png,Negative,3
samples/train_images/41.2863048812772_-81.61029346845872.png,Negative,3
samples/train_images/38.97591322171152_-113.3667638412557.png,Negative,3
samples/train_images/36.94878089370815_-119.93491245779742.png,Negative,3
samples/train_images/43.468218300154206_-110.33892813423569.png,Negative,3
samples/train_images/48.70438436273346_-106.0277557124221.png,Negative,3
samples/train_images/47.997245665579946_-112.96166197841904.png,Negative,3
samples/train_images/36.11925178308927_-96.01169795899604.png,Negative,3
samples/train_images/29.54480703451921_-97.8536058993175.png,Negative,3
samples/train_images/41.45799451025865_-82.85635493777545.png,Negative,3
samples/train_images/41.69732214248072_-75.49186959126669.png,Negative,3
samples/train_images/40.93832151861315_-75.231504148524.png,Negative,3
samples/train_images/48.22961133932459_-121.87578481412356.png,Negative,3
samples/train_images/34.623356483375204_-92.49487408908884.png,Negative,3
samples/train_images/32.2595502833998_-97.44099370217316.png,Negative,3
samples/train_images/43.56604758657616_-116.31566904818412.png,Negative,3
samples/train_images/32.71732863978221_-91.69460886369517.png,Negative,3
samples/train_images/30.146066571302327_-104.51056371155804.png,Negative,3
samples/train_images/30.44025018110001_-82.87046436531358.png,Negative,3
samples/train_images/36.09350076921215_-98.80911154929834.png,Negative,3
samples/train_images/45.34668184468845_-115.78966274298784.png,Negative,3
samples/train_images/32.21353137445167_-100.23023461913436.png,Negative,3
samples/train_images/48.015239569979045_-124.73833882159708.png,Negative,3
samples/train_images/26.821894787215395_-80.66734878603462.png,Negative,3
samples/train_images/39.97408081302773_-75.31515817229104.png,Negative,3
samples/train_images/45.99429201113022_-116.65248049659864.png,Negative,3
samples/train_images/40.27583295847262_-107.29332209050506.png,Negative,3
samples/train_images/40.73270648744835_-116.9298913481634.png,Negative,3
samples/train_images/38.20760381075769_-120.7102332918594.png,Negative,3
samples/train_images/30.39672854537843_-95.92049942033384.png,Negative,3
samples/train_images/40.13896822337704_-79.59472948910077.png,Negative,3
samples/train_images/43.41581614131343_-74.81935992937954.png,Negative,3
samples/train_images/35.07628652469491_-80.95331637824636.png,Negative,3
samples/train_images/31.96604515128178_-97.7893315277702.png,Negative,3
samples/train_images/36.1399418099238_-115.96320567394386.png,Negative,3
samples/train_images/45.554520533328215_-94.222171202397.png,Negative,3
samples/train_images/32.94217593849092_-117.20916417939884.png,Negative,3
samples/train_images/31.83484206220328_-81.18295504174063.png,Negative,3
samples/train_images/39.75690115770737_-95.72196388637808.png,Negative,3
samples/train_images/41.56241724301056_-84.91348120637426.png,Negative,3
samples/train_images/45.19544824994044_-94.83696827585725.png,Negative,3
samples/train_images/41.76214145702867_-71.13378174848884.png,Negative,3
samples/train_images/40.92888493644063_-73.59864945278545.png,Negative,3
samples/train_images/45.3951074123064_-111.3757167503052.png,Negative,3
samples/train_images/37.44446987088128_-120.6743881376496.png,Negative,3
samples/train_images/48.612292660861726_-104.27975550481176.png,Negative,3
samples/train_images/43.387984930814994_-104.5491993738708.png,Negative,3
samples/train_images/30.71262073790628_-83.27728156851215.png,Negative,3
samples/train_images/36.19948256292026_-96.41001593653598.png,Negative,3
samples/train_images/32.29116475457872_-103.99640726491724.png,Negative,3
samples/train_images/31.71821904149669_-83.60740518436006.png,Negative,3
samples/train_images/36.41180782653496_-101.05321211673396.png,Negative,3
samples/train_images/43.27610550967526_-119.16859887797942.png,Negative,3
samples/train_images/40.15063201769152_-124.29505709354768.png,Negative,3
samples/train_images/35.1452745914914_-98.74249695577252.png,Negative,3
samples/train_images/39.24118728593531_-94.45021599613104.png,Negative,3
samples/train_images/28.338947195960337_-80.93372318569192.png,Negative,3
samples/train_images/33.51145303599587_-89.48428717284101.png,Negative,3
samples/train_images/33.27622862922868_-111.61680948862065.png,Negative,3
samples/train_images/39.72775696128641_-82.67318598514137.png,Negative,3
samples/train_images/47.49243659208143_-103.22970921758004.png,Negative,3
samples/train_images/47.60443856909505_-112.78939454429133.png,Negative,3
samples/train_images/48.295470093590026_-122.60694898092882.png,Negative,3
samples/train_images/39.66731794359343_-95.0932644197278.png,Negative,3
samples/train_images/41.82688815992188_-88.36450463276289.png,Negative,3
samples/train_images/39.47679970916451_-121.95787056714954.png,Negative,3
samples/train_images/32.9269324745381_-96.60677529390132.png,Negative,3
samples/train_images/41.57639420113564_-70.29242960421634.png,Negative,3
samples/train_images/44.74782620602203_-84.47146655202741.png,Negative,3
samples/train_images/32.37335991638143_-111.28200051586433.png,Negative,3
samples/train_images/41.14703177910176_-104.7731020811967.png,Negative,3
samples/train_images/39.81551021268292_-86.12400555146323.png,Negative,3
samples/train_images/43.74723290700394_-74.8652651628356.png,Negative,3
samples/train_images/40.96393226302197_-117.72748289272704.png,Negative,3
samples/train_images/44.30366427346424_-106.83139301142756.png,Negative,3
samples/train_images/34.86967389977609_-80.94362997839035.png,Negative,3
samples/train_images/33.250120635352175_-82.77214173033659.png,Negative,3
samples/train_images/38.65982673326525_-121.54540307767073.png,Negative,3
samples/train_images/38.61614238065813_-83.9707907867777.png,Negative,3
samples/train_images/45.26069161789824_-114.25219631194751.png,Negative,3
samples/train_images/42.4612540544169_-82.87170318460686.png,Negative,3
samples/train_images/39.77949139075562_-77.37613765236566.png,Negative,3
samples/train_images/47.46109887936443_-92.85946482850424.png,Negative,3
samples/train_images/46.67684712916185_-123.80373839359524.png,Negative,3
samples/train_images/29.978187592341627_-89.84518088287808.png,Negative,3
samples/train_images/42.53231833064403_-96.50276667559667.png,Negative,3
samples/train_images/44.68812012774367_-87.74586968151289.png,Negative,3
samples/train_images/32.75637909789755_-100.82923772225897.png,Negative,3
samples/train_images/29.21433727551831_-90.28608499556076.png,Negative,3
samples/train_images/43.07164637815978_-112.5600211882566.png,Negative,3
samples/train_images/39.31384874491005_-103.3753201088177.png,Negative,3
samples/train_images/35.96851277997037_-85.71773985935316.png,Negative,3
samples/train_images/43.74889364462108_-109.212640554197.png,Negative,3
samples/train_images/30.343051867221305_-96.05381359283705.png,Negative,3
samples/train_images/27.547728480483777_-82.72382505395342.png,Negative,3
samples/train_images/45.65314488587735_-69.1384077298285.png,Negative,3
samples/train_images/47.36392356620616_-107.23642384742288.png,Negative,3
samples/train_images/32.80128823197782_-99.44056580726472.png,Negative,3
samples/train_images/42.539976275089344_-83.02135379543418.png,Negative,3
samples/train_images/33.11127913835828_-112.6699005624974.png,Negative,3
samples/train_images/39.69454949532096_-76.88361096705864.png,Negative,3
samples/train_images/44.150098668015936_-109.69194102602542.png,Negative,3
samples/train_images/26.441279320131603_-82.17370184353322.png,Negative,3
samples/train_images/40.56117032022139_-74.5452708218441.png,Negative,3
samples/train_images/40.00472121464024_-105.2845564708889.png,Negative,3
samples/train_images/48.01891923000341_-100.87064364174726.png,Negative,3
samples/train_images/41.05147862704187_-89.5545948339064.png,Negative,3
samples/train_images/34.95866152596102_-95.58885614140988.png,Negative,3
samples/train_images/48.74525006507062_-117.8910358347262.png,Negative,3
samples/train_images/35.36088096171661_-98.36774779257289.png,Negative,3
samples/train_images/27.809228273512417_-97.08822920541157.png,Negative,3
samples/train_images/34.164288060392536_-84.55574082438325.png,Negative,3
samples/train_images/32.09306390975021_-99.856282731992.png,Negative,3
samples/train_images/33.94344682046766_-78.97749896639674.png,Negative,3
samples/train_images/33.32441664986915_-111.67490874207296.png,Negative,3
samples/train_images/43.262802897841226_-91.4698015245915.png,Negative,3
samples/train_images/29.52854557077053_-96.05001359764157.png,Negative,3
samples/train_images/40.84565044804882_-76.8285276998279.png,Negative,3
samples/train_images/36.35783508658707_-94.05964948009692.png,Negative,3
samples/train_images/29.2024225136989_-91.14323485587234.png,Negative,3
samples/train_images/43.4817037562646_-112.02130643281116.png,Negative,3
samples/train_images/35.4449789964834_-80.86283940591994.png,Negative,3
samples/train_images/45.82822477481156_-119.54489224350316.png,Negative,3
samples/train_images/39.13943799319839_-86.61750333830454.png,Negative,3
samples/train_images/33.159017948300665_-91.19401068822567.png,Negative,3
samples/train_images/38.65421015882954_-122.06919112218948.png,Negative,3
samples/train_images/38.05493279132159_-95.34043031129708.png,Negative,3
samples/train_images/46.35410911911303_-113.79299016816589.png,Negative,3
samples/train_images/35.2530770085521_-81.61101200939731.png,Negative,3
